Class,Inherited_class,Structure_name,Crater_field,Region,Country,Continent/Ocean,Lat,Lon,Diameter_final_rim_km,Diameter_present-day_km,Diameter_outer_limit_of_deformation_km,Diameter_km,DiameterSQL_km,Age_Ma,Younger_age_limit_Ma,Best_age_Ma,Older_age_limit_Ma,Age_uncert_Ma,Age_uncert_type,Overburden_m,Present_water_depth_m,Drilled,Target,Target_water_depth_m,Impactor,,,,,,,,,,,
3,-,Kizyl Chilik,-,East Kazakhstan,Kazakhstan,Asia,50.1043,81.0155,-,2.50,-,2.5,2.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Kobrin,-,-,Russia,Asia,52.20,24.20,-,-,-,0.25,0.25,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Kogo,-,-,Equatorial Guinea,Africa,1.18,10.02,-,-,-,4.67,4.67,>145,-,-,145,-,stratigraphic,0,0,-,M,-,-,,,,,,,,,,,
3,x,KOGRAM,-,-,Russia,Asia,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KÖKLOTFJÄRDEN,-,-,Finland,Europe,63.28,21.73,-,-,-,7.4,7.4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Konder,-,-,Russia,Asia,57.50,134.83,-,-,-,9,9,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Korchazh (=Yama Korchazhikha),Korchazh,Siberia,Russia,Asia,52.18617,106.8072,-,-,-,0.2-0.3,0.25,Neogene - recent,0,-,23,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,x,KORPINEN,-,-,Finland,Europe,63.50,27.95,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Koscierzyny,-,-,Poland,Europe,-,-,-,-,-,40,40,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KOSTONJÄRVI,-,-,Finland,Europe,65.80,28.45,-,-,-,9,9,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KOTKATSELKÄ,-,-,Finland,Europe,61.73,25.60,-,-,-,5,5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KOZHVA,-,-,Russia,Asia,65.00,56.50,-,-,-,0.1,0.1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Krk,-,Krk island,Croatia,Europe,45.045,14.592,-,-,-,14x11,12.5,post-Lutetian to pre-final Dinarids folding,-,-,40.4,-,stratigraphic,0,-,Y,-,-,-,,,,,,,,,,,
3,-,Kuradihaud,Ilumetsä,-,Estonia,Europe,57.961,27.397,-,-,-,0.024,0.024,0.0059-0.0067,0.0059,-,0.0067,0.0001,"stratigraphic, C14",0,0,Y,Ss,0,-,,,,,,,,,,,
3,x,LA SAUVETAT,-,-,France,Europe,44.87,1.52,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,Labynkyr,-,-,Russia,Asia,62.50,143.00,-,-,-,60,60,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,LAC BOUCHET,-,-,France,Europe,44.93,3.78,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,LAC CHATELAIN,-,-,Canada,North America,60.25,-74.60,-,-,-,0.06,0.06,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Lac Iro,-,-,Chad,Africa,10.10,19.42,-,-,-,12,12,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Lac Roz,-,Quebec,Canada,North America,54.82,-72.92,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Lake Huron (=Can-Am),-,-,USA/Canada,North America,43.2368,-82.3313,-,-,-,100,100,post-Grenville to early Paleozoic,-,-,-,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,x,LÄNSIHAARA,-,-,Finland,Europe,65.65,26.88,-,-,-,10,10,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Las Praderas,-,-,Nicaragua,Central America,15.36,-85.95,-,-,-,14,14,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Lennis,-,-,Australia,Australia,-27.6,127.0,-,-,-,20,20,≤Middle Cambr.,-,-,501,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,LEPSINSK,-,-,Russia,Asia,45.50,80.70,-,-,-,0.55,0.55,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,LIANOZOVO,-,-,Russia,Europe,55.90,37.60,-,-,-,0.05,0.05,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Likstammen,-,-,Sweden,Africa,58.9,17.1,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Lima,-,Indiana,USA,North America,41.6,-85.8,-,-,-,113,113,?,-,-,-,-,-,buried,-,Y,-,-,-,,,,,,,,,,,
3,x,LIMESTONE MOUNTAIN,-,-,USA,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Limgytynot,-,eastern Siberia,Russia,Asia,65.869,-177.234,-,-,-,12,12,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,LINTUSELKÄ,-,-,Finland,Europe,63.03,25.18,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Llica,-,-,Bolivia,South America,-19.82,-68.32,-,-,-,2.8x2.5,4,?,-,-,-,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,-,Loch Leven,-,Scotland,Great Britain,Europe,56.20,-3.38,-,-,-,8x18,2.65,late Carboniferous,299,-,318,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Loftahammar,-,-,Sweden,Europe,57.90,16.50,-,-,-,1.5,1.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,LOHTAJANSELKÄ,-,-,Finland,Europe,64.10,23.55,-,-,-,10.5,10.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Lorne Basin,-,-,Australia,Australia,-31.6,152.62,-,-,-,30,30,Early Triassic,245,-,251,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Luizi,-,-,Democratic Republic Congo,Africa,-10.165,28.005,-,-,-,12.6,12.6,<620,-,-,620,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Luna,-,-,-,India,23.70472,69.26028,-,-,-,2.15,2.15,Holocene,-,-,0.0115,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,x,LUOTEENJÄRVI,-,-,Finland,Europe,64.65,27.33,-,-,-,3.6,3.6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,LYNG-GUKTA,-,-,Norway,Europe,69.22,29.20,-,-,-,5.5,5.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Madagascar 1,-,-,Madagascar,Africa,-15.68,46.72,-,-,-,289,289,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Madagascar 2,-,-,Madagascar,Africa,-24.37,46.42,-,-,-,98.5,98.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Madagascar 3,-,-,Madagascar,Africa,-18.84,46.22,-,-,-,12.2,12.2,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Madagascar 4,-,-,Madagascar,Africa,-18.71,46.17,-,-,-,4.5,4.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Madagascar 5,-,-,Madagascar,Africa,-17.82,47.41,-,-,-,12,12,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Maningrida,-,Northern Territory,Australia,Australia,-11.87,134.22,-,-,-,8,8,<Neoproterozoic,-,-,1000,-,Stratigraphic,buried,-,-,-,-,-,,,,,,,,,,,
3,-,MAPCIS,-,-,Australia,Australia,-25.3255,131.2321,-,-,-,500-2000,2000,545,-,545,-,-,-,0-6000,0,-,-,-,-,,,,,,,,,,,
3,-,Marras,-,-,Finland,Europe,66.9,25.2,-,-,-,160,160,2200-1770,1770,-,2200,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,MARSJÖN,-,-,Sweden,Europe,59.10,12.50,-,-,-,-,-1,1600,1440,1600,1760,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,MARUDI MOUNTAIN,-,-,Br. Guyana,South America,2.17,-59.17,-,-,-,none?,-1,11. Dec 1935,-,0.00007,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,MATAM,-,-,Senegal,Africa,15.67,-13.30,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,McIntosh Bay,-,Ontario,Canada,North America,52.58,-94.08,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Meggyespuszta,-,Veszprem county,Hungary,Europe,47.06111,17.93611,-,-,-,0.8,0.8,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,x,MEJAOUDA,-,-,Mauritania,Africa,22.72,-7.30,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Mékambo,-,-,Gabon/Congo,Africa,0.9275,13.6736,-,-,-,50,50,2100-2800,2100,-,2800,-,stratigraphic,0-buried,0,-,"M, I",-,-,,,,,,,,,,,
3,x,MELAVESI,-,-,Finland,Europe,62.95,28.17,-,-,-,2.8,2.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Mercury,-,-,Australia,Australia,-19.1,114.5,-,-,-,>30,30,Turonian-Maastrichtian,65.5,-,93.5,-,stratigraphic,buried,-,N,-,-,-,,,,,,,,,,,
3,-,Merewether (= Hebron),-,Labrador,Canada,North America,58.03,-64.03,-,-,-,0.2,0.2,0.00087,0.000783,0.00087,0.000957,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,-,Meseta de la Barda Negra,-,Neuquen,Argentina,South America,-39.177,-69.881,-,-,-,1.5,1.5,<14,-,-,14,-,stratigraphic,0,-,N,-,-,-,,,,,,,,,,,
3,-,Meseta del Canguel,Meseta del Canguel,Chubut,Argentina,South America,-44.47,-68.58,-,-,-,1.3,1.3,<20,-,-,20,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Meseta del Lago Buenos Aires - A,-,Santa Cruz,Argentina,South America,-46.986,-70.796,-,-,-,0.3,0.3,<7,-,-,7,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Meseta del Lago Buenos Aires - B,-,Santa Cruz,Argentina,South America,-47.054,-71.054,-,-,-,1.3x1.5,1.4,<7,-,-,7,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Michlifen A,-,-,Morocco,Africa,32.00,3.00,-,-,-,1.9,1.9,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Michlifen B,-,-,Morocco,Africa,32.00,3.00,-,-,-,0.8,0.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Minch Basin,-,Scotland,UK,Europe,58,-6,-,-,-,-,-1,1200,1080,1200,1320,10%,"Pb-Pb, stratigraphic",-,-,-,"M, Ss",-,-,,,,,,,,,,,
3,-,Mingobar,-,-,Australia,Australia,-21.12,145.98,-,-,-,>15,15,late Middle to early Late Devonian,374.5,-,392,-,stratigraphic,buried,-,N,-,-,-,,,,,,,,,,,
3,-,Minkébé,-,-,Gabon,Africa,1.3542,12.4081,-,-,-,90,90,2100-2800,2100,-,2800,-,stratigraphic,0,0,-,"M, I",-,-,,,,,,,,,,,
3,-,Minsk,-,-,Belarus,Europe,53.83,27.67,-,-,-,-,-1,~70,-,70,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Möckeln,-,-,Sweden,Europe,59.3,14.5,-,-,-,4.5,4.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,MOGOL,-,-,Russia,Asia,57.50,108.50,-,-,-,0.04,0.04,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,MORA,-,-,USA,North America,36.00,-105.00,-,-,-,0.01,0.01,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,MOSQUITO GULF,-,-,Central America,Central America,9.00,-81.50,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,MOUNT DOREEN,-,-,Australia,Australia,-23.00,133.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Mt. Oikeyama,-,-,Japan,Asia,35.405,138.013,-,-,-,0.9,0.9,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Muglad Basin,-,Muglad,Sudan,Africa,10.41,27.91,-,-,-,126,126,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Mullsjön,-,-,Sweden,Europe,58.318,14.212,-,5.3,-,5.3,5.3,<0.0111,0.0111,-,-,-,stratigraphic,0,0,Y,-,-,-,,,,,,,,,,,
3,x,MURGAB,-,-,Tajikistan,Asia,38.10,74.28,-,-,-,0.09,0.09,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Murshid,-,-,Oman,Asia,18.1831,54.9189,-,-,-,2.5,2.5,Albian,100,-,112,-,-,buried,-,N,-,-,-,,,,,,,,,,,
3,-,Murumbo,-,New South Wales,Australia,Australia,-32.4139,150.2280,-,5x6.5,-,5x6.5,5.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Muskingum,-,Ohio,USA,North America,39.9,-81.8,-,-,-,1.45,1.45,503±2,501,503,505,2,stratigraphic,buried,-,Y,-,-,-,,,,,,,,,,,
3,x,NÄSKÄNSELKÄ,-,-,Finland,Europe,66.20,26.88,-,-,-,4.5,4.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Navy,-,offshore southern California,USA,North America,32.36,-117.60,-,-,-,12,12,16-18,16,-,18,-,stratigraphic/radiometric,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Nestiar,-,-,Russia,Asia,56.558,45.330,-,-,-,760x480,620,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Newcastle (=Corbett),-,-,Ireland,Europe,52.45,-8.91,-,-,-,12.5-15,14,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,NITSIJÄRVI,-,-,Finland,Europe,69.27,28.02,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,no name,-,Catamarca,Argentina,South America,-27.74,-68.66,-,-,-,0.4,0.4,<1.8,-,-,1.8,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,-,no name,-,Mendoza,Argentina,South America,-34.2614,-69.5478,-,-,-,600,600,<0.01,-,-,0.01,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,-,no name,-,Chaco,Argentina,South America,-27.21,-59.62,-,-,-,2.4,2.4,<1.8,-,-,1.8,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,x,NOVKI,-,-,Russia,Asia,56.40,41.10,-,-,-,0.04,0.04,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,NOVO GUROVKA,-,-,Russia,Asia,54.10,56.10,-,-,-,0.01,0.01,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Ntwentwe,-,-,Botswana,Africa,-20.92,24.83,-,-,-,7,7,<200,-,-,200,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Nulanki,-,-,Sweden,Europe,68.1,22.9,-,-,-,2,2,Cen.?,-,-,65,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Numbulwar,Numbulwar,-,Australia,Australia,-14.19753,135.71820,-,-,-,0.45x0.42,0.435,~Quaternary,0,-,1.8,-,stratigraphic,0,0,-,Ss,-,-,,,,,,,,,,,
3,-,Nunjes,-,-,Norway,Europe,69.2,20.5,-,-,-,200,200,Prot.,542,-,2500,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,OGNI,-,-,Russia,Asia,51.80,83.50,-,-,-,0.14,0.14,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Okefenokee ,Okefenokee ,Georgia,USA,North America,30.6559,-82.3129,-,0.055,-,0.055,0.055,Holocene,0,-,0.012,-,stratigraphic,0,0,-,Ss,0-5,-,,,,,,,,,,,
3,x,OLD FORT RAE,-,-,Canada,North America,62.67,-115.82,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Omeonga,-,-,Democratic Republic of Congo,Africa,-3.625,24.515,-,-,-,38,38,pre-Quaternary,2,-,-,-,geomorphologic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Önskasjön,-,-,Sweden,Europe,63.7,18.7,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Ösmaren,-,-,Sweden,Europe,60.0,18.5,-,-,-,2.5,2.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Ostashkov,-,-,Russia,Asia,57.20,33.20,-,-,-,0.075,0.075,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Otnos,Otnos,-,Russia,Europe,53.00,35.00,-,-,-,0.05,0.05,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Ouro Ndia,-,-,Mali,Africa,15.0,-4.5,-,-,-,3,3,recent,-,-,0.0115,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Outlook,-,Montana,USA,North America,48.83,-104.84,-,-,-,9,9,post Lower Mississippian,-,-,345,-,stratigraphic,buried,-,Y,-,-,-,,,,,,,,,,,
3,x,PADUN,-,-,Russia,Asia,60.00,53.50,-,-,-,0.1,0.1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Panela ,-,Pernambuco,Brazil,South America,-7.8569,-38.1575,-,0.5 x 0.6,-,0.5 x 0.6,0.55,<1.8,0,-,1.8,-,geomorphologic,0,0,-,"I, M",0,-,,,,,,,,,,,
3,x,PARIS,-,-,France,Europe,48.80,2.50,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,PATALAHTI,-,-,Finland,Europe,62.82,26.02,-,-,-,2.5,2.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Pecos,-,New Mexico,USA,North America,35.61417,-105.65051,-,-,-,~13,13,Late Pennsylvanian to Tertiary,1.8,-,307,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,x,PEREVOZ,-,-,Russia,Asia,59.00,116.00,-,-,-,0.086,0.086,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,PERLOYA,-,-,Lithuania,Europe,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Pfahldorf,-,-,Germany,Europe,48.95,11.37,-,-,-,2.5,2.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,PIELPAJÄRVI,-,-,Finland,Europe,68.95,27.10,-,-,-,1.5,1.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,PIPMUACAN EAST,-,-,Canada,North America,49.47,-69.65,-,-,-,16,16,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,PIPMUACAN WEST,-,-,Canada,North America,49.57,-70.28,-,-,-,20,20,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Popigai II,-,N Siberia,Russia,Asia,70.9,113.0,-,-,-,80,80,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Popigai III,-,N Siberia,Russia,Asia,70.4,114.5,-,-,-,100,100,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Popigai IV,-,N Siberia,Russia,Asia,69.8,115.0,-,-,-,80,80,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,POPLAR BAY,-,-,Canada,North America,50.37,-95.78,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,POROJÄRVI,-,-,Russia,Asia,69.33,29.78,-,-,-,4.5,4.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,PÖYRISJÄRVI,-,-,Finland,Europe,68.73,23.88,-,-,-,8.5,8.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Puget Sound,-,Washington,USA,-,48.2318,-122.7006,-,-,-,<1,0.5,Quaternary,0,-,1.8,-,stratigraphic,-,0-5,-,Ss,-,-,,,,,,,,,,,
3,-,Puka,-,-,Australia,Australia,-24.0515,132.7095,-,0.26,-,0.26,0.26,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,Purple Springs,-,Alberta,Canada,North America,49.875,-111.867,-,-,-,3x4,3.5,Mississippian,318,-,360,-,-,buried,-,Y,-,-,-,,,,,,,,,,,
3,x,PUULA,-,-,Finland,Europe,61.98,26.58,-,-,-,38.0 <,38,1890,1701,1890,2079,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,PYHÄNIEMI,-,-,Finland,Europe,61.07,25.45,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Quetzalcoatl ,-,offshore in Gulf of Mexico,Mexico,North America,22.04,-96.32,-,-,-,10,10,?,-,-,-,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Qui Nhon (see Tonle Sap),-,-,-,Asia,13.78,110.62,-,-,-,100,100,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,RÄÄKKYLÄ. ,-,-,Finland,Europe,62.33,29.55,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Red Creek,-,Utah,USA,North America,40.90,-109.15,-,-,-,10 to 25,17.5,1525,1372.5,1525,1677.5,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,-,Reitz Ring,-,-,South Africa,Africa,-27.50,28.20,-,-,-,250-500,375,~3.1,2.8,3.1,3.4,-,10%,0,-,Y,-,-,-,,,,,,,,,,,
3,x,REVOFJÄRDEN,-,-,Finland,Europe,63.27,21.35,-,-,-,3.4,3.4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Riga,-,-,Latvia,Europe,57.00,24.20,-,-,-,0.3,0.3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Rio Vichada,-,-,Colombia,South America,4.49,-69.17,-,-,-,50,50,>30,30,-,-,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,x,RISTIJÄRVI,-,-,Finland,Europe,61.17,26.02,-,-,-,1.3,1.3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ROGOZHINO,-,-,Russia,Asia,52.50,39.50,-,-,-,0.016,0.016,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ROINE,-,-,Finland,Europe,61.37,24.13,-,-,-,7.5,7.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ROSBACH,-,-,Germany,Europe,50.30,8.68,-,-,-,2.3,2.3,50-300,50,-,300,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Rose Dome,-,Kansas,USA,North America,37.773,-95.754,-,-,-,>3,3,post-pennsylvanian to <300,288,320,352,-,10%,0,-,-,-,-,-,,,,,,,,,,,
3,-,Rose River,Numbulwar,-,Australia,Australia,-14.18935,135.73357,-,-,-,0.23,0.23,~Quaternary,0,-,1.8,-,stratigraphic,0,0,-,Ss,-,-,,,,,,,,,,,
3,-,Ross,-,-,Antarctica,Antarctica,-77.5,178.50,-,-,-,550,550,Oligocene,23,-,40,-,stratigraphc,buried,-,Y,-,-,-,,,,,,,,,,,
3,x,ROTCHEGDA,-,-,Russia,Asia,62.50,43.50,-,-,-,0.01,0.01,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,RYAZAN´,-,-,Russia,Asia,54.00,40.00,-,-,-,0.02,0.02,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,S. ATLANTIC G.A.,-,-,Argentina,South America,-,-,-,-,-,250,250,P/T event?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,S. BALKHASH LAKE,-,-,Kazakhstan,Asia,45.00,75.50,-,-,-,380,380,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Saal,-,-,Germany,Europe,48.88,11.95,-,-,-,1,1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SAINT GEORGES BAY,-,-,Argentina,South America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Sakhalinka,-,-,-,NW Pacific,30.25,170.05,-,-,-,12,12,"Late Campanian to Pleistocene, possibly near Campanian/Maastrichtian boundary",0.01,70,75,-,stratigraphic,50,5900,-,"W, Sc",2900-5900,-,,,,,,,,,,,
3,x,SÄLEVÄ,-,-,Finland,Europe,63.50,27.88,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SÄLEVÄ N,-,-,Finland,Europe,63.53,25.88,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SAMBOROMBON BAY,-,-,Argentina,South America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,San Martin,-,-,-,-,-37.98,-63.30,-,-,-,10-12,11,~1.2,-,1.2,-,-,-,0,0,-,Ss,0,-,,,,,,,,,,,
3,-,Sanar,-,Irkutsk area,Russia,Asia,60.4,106.2,-,-,-,0.05,0.05,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Santa Marta (= Gilbués),-,-,Brazil,South America,-10.18,-45.25,-,-,-,10,10,Carboniferous to Mesozoic,66,-,359,-,stratigraphic,0,-,N,-,-,-,,,,,,,,,,,
3,-,São Miguel do Tapuio,-,Piaui,Brazil,South America,-5.627,-41.388,-,-,-,20,20,?,-,-,-,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,-,Sausthal,-,-,Germany,Europe,48.97,11.85,-,-,-,1,1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Sautusjärvi,-,-,Sweden,Europe,67.9,20.9,-,-,-,10,10,Prot.,542,-,2500,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Savonoski,-,Alaska,USA,North America,58.53,-154.94,-,-,-,0.52,0.52,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,SCHLITZER KAUTEN,-,-,Germany,Europe,50.62,9.58,-,-,-,0.007,0.007,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Seghaleh,-,-,Iran,Asia,33.3661,58.23996,-,0.2,-,0.2,0.2,<1,0,-,1,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,x,SEVERO-KOUNRADSKAYA,-,-,Kazakhstan,Asia,47.15,75.23,-,-,-,15,15,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
